member_id,acquisition_channel,health_goal,rebill_day30,rebill_day60,rebill_day90,cancelled,ltv_day90
M01694,direct_shop,unknown,0,0,0,1,52.1
M01695,quiz,gut,1,1,1,0,201.01
M01696,quiz,energy,1,0,0,1,98.9
M01697,quiz,gut,0,0,0,1,51.86
M01698,organic_search,unknown,0,0,0,1,52.47
M01699,direct_shop,unknown,1,0,0,0,95.44
M01700,organic_search,unknown,1,0,0,0,100.05
M01701,direct_shop,unknown,1,1,0,0,143.14
M01702,quiz,energy,1,1,1,0,199.59
M01703,direct_shop,unknown,0,0,0,1,48.87
M01704,direct_shop,unknown,0,0,0,1,51.47
M01705,quiz,gut,1,0,0,1,96.76
M01706,direct_shop,unknown,1,0,0,0,98.72
M01707,quiz,gut,0,0,0,1,40.34
M01708,direct_shop,unknown,0,0,0,1,51.66
M01709,paid_social,unknown,1,0,0,1,99.71
M01710,quiz,energy,1,1,1,0,200.22
M01711,quiz,gut,1,1,1,0,195.48
M01712,paid_social,unknown,1,1,1,0,201.15
M01713,direct_shop,unknown,1,0,0,0,104.94
M01714,quiz,gut,0,0,0,1,49.44
M01715,organic_search,unknown,1,0,0,1,101.93
M01716,quiz,energy,1,1,0,0,147.36
M01717,paid_social,unknown,1,1,1,0,199.73
M01718,organic_search,unknown,0,0,0,1,45.4
M01719,quiz,gut,1,1,1,0,202.32
M01720,quiz,sleep,1,0,0,1,100.46
M01721,quiz,gut,0,0,0,1,46.33
M01722,quiz,gut,1,0,0,1,97.57
M01723,quiz,energy,1,1,1,0,200.14
M01724,paid_social,unknown,1,0,0,1,102.75
M01725,quiz,gut,0,0,0,1,54.43
M01726,direct_shop,unknown,0,0,0,1,49.59
M01727,organic_search,unknown,1,0,0,0,95.89
M01728,paid_social,unknown,1,0,0,1,100.7
M01729,direct_shop,unknown,1,0,0,1,105.33
M01730,quiz,gut,1,1,0,0,145.1
M01731,direct_shop,unknown,0,0,0,1,47.13
M01732,direct_shop,unknown,1,0,0,0,101.81
M01733,direct_shop,unknown,1,1,0,0,150.43
M01734,quiz,gut,0,0,0,1,48.35
M01735,organic_search,unknown,0,0,0,1,50.65
M01736,direct_shop,unknown,1,1,1,0,202.89
M01737,quiz,gut,1,1,0,0,149.67
M01738,direct_shop,unknown,1,0,0,0,99.42
M01739,direct_shop,unknown,1,1,1,0,201.73
M01740,paid_social,unknown,1,0,0,0,99.17
M01741,paid_social,unknown,1,1,0,0,153.4
M01742,paid_social,unknown,1,1,0,0,156.05
M01743,quiz,sleep,0,0,0,1,47.31
M01744,direct_shop,unknown,1,1,0,0,146.22
M01745,direct_shop,unknown,1,1,0,0,151.09
M01746,quiz,gut,0,0,0,1,46.13
M01747,quiz,energy,1,0,0,0,96.07
M01748,paid_social,unknown,1,0,0,0,93.83
M01749,quiz,sleep,1,1,1,0,198.81
M01750,direct_shop,unknown,1,1,1,0,199.86
M01751,quiz,gut,0,0,0,1,48.44
M01752,quiz,sleep,1,0,0,1,104.15
M01753,quiz,gut,1,1,1,0,203.91
M01754,organic_search,unknown,1,0,0,0,105.77
M01755,paid_social,unknown,0,0,0,1,50.13
M01756,organic_search,unknown,1,0,0,1,103.53
M01757,direct_shop,unknown,1,0,0,0,100.91
M01758,quiz,sleep,1,1,1,0,200.59
M01759,direct_shop,unknown,0,0,0,1,48.59
M01760,direct_shop,unknown,1,0,0,1,93.19
M01761,paid_social,unknown,1,1,1,0,201.87
M01762,quiz,gut,1,0,0,0,103.44
M01763,direct_shop,unknown,0,0,0,1,45.41
M01764,quiz,energy,0,0,0,1,49.96
M01765,quiz,gut,0,0,0,1,52.96
M01766,paid_social,unknown,1,0,0,1,98.9
M01767,direct_shop,unknown,1,1,1,0,203.54
M01768,direct_shop,unknown,1,0,0,1,99.56
M01769,direct_shop,unknown,1,1,1,0,198.38
M01770,direct_shop,unknown,1,1,1,0,203.71
M01771,paid_social,unknown,1,0,0,0,97.18
M01772,organic_search,unknown,1,1,1,0,197.79
M01773,organic_search,unknown,0,0,0,1,47.3
M01774,paid_social,unknown,1,1,0,0,146.54
M01775,quiz,gut,1,1,1,0,200.42
M01776,paid_social,unknown,0,0,0,1,48.45
M01777,direct_shop,unknown,0,0,0,1,51.46
M01778,quiz,energy,0,0,0,1,44.79
M01779,paid_social,unknown,1,1,0,0,146.6
M01780,quiz,energy,0,0,0,1,50.14
M01781,organic_search,unknown,1,0,0,1,104.39
M01782,direct_shop,unknown,1,0,0,0,101.12
M01783,direct_shop,unknown,0,0,0,1,48.22
M01784,paid_social,unknown,1,1,0,0,145.5
M01785,organic_search,unknown,0,0,0,1,48.05
M01786,direct_shop,unknown,1,1,0,0,149.84
M01787,direct_shop,unknown,1,0,0,0,92.91
M01788,quiz,gut,1,1,1,0,196.32
M01789,direct_shop,unknown,0,0,0,1,47.78
M01790,quiz,gut,1,1,1,0,199.19
M01791,paid_social,unknown,1,1,1,0,199.8
M01792,direct_shop,unknown,0,0,0,1,48.16
M01793,paid_social,unknown,0,0,0,1,51.51
M01794,quiz,energy,0,0,0,1,50.36
M01795,quiz,energy,1,1,0,0,148.86
M01796,paid_social,unknown,1,0,0,0,101.91
M01797,quiz,sleep,1,0,0,0,101.67
M01798,quiz,energy,1,1,1,0,195.6
M01799,quiz,sleep,1,1,0,0,149.87
M01800,organic_search,unknown,0,0,0,1,52.66
M01801,paid_social,unknown,1,1,0,0,153.14
M01802,direct_shop,unknown,1,0,0,0,101.09
M01803,quiz,energy,1,1,0,0,149.27
M01804,quiz,gut,1,0,0,1,101.24
M01805,paid_social,unknown,1,1,0,0,152.39
M01806,paid_social,unknown,0,0,0,1,50.34
M01807,quiz,gut,1,1,1,0,200.65
M01808,quiz,energy,1,1,0,0,149.22
M01809,quiz,energy,0,0,0,1,45.98
M01810,paid_social,unknown,1,1,0,0,149.45
M01811,paid_social,unknown,0,0,0,1,47.96
M01812,quiz,gut,1,1,1,0,197.94
M01813,quiz,gut,1,1,1,0,204.26
M01814,quiz,sleep,1,1,1,0,202.81
M01815,organic_search,unknown,1,0,0,0,94.9
M01816,quiz,energy,1,1,0,0,146.72
M01817,paid_social,unknown,1,1,1,0,198.87
M01818,direct_shop,unknown,1,1,0,0,148.05
M01819,direct_shop,unknown,1,1,0,0,150.92
M01820,quiz,gut,1,1,1,0,196.23
M01821,quiz,gut,1,1,1,0,202.84
M01822,direct_shop,unknown,1,0,0,0,99.85
M01823,paid_social,unknown,1,1,1,0,198.94
M01824,direct_shop,unknown,1,0,0,0,99.94
M01825,direct_shop,unknown,1,0,0,0,98.73
M01826,quiz,gut,1,0,0,0,93.89
M01827,organic_search,unknown,0,0,0,1,50.03
M01828,paid_social,unknown,1,1,0,0,149.01
M01829,quiz,gut,1,1,0,0,147.11
M01830,organic_search,unknown,1,0,0,0,103.27
M01831,direct_shop,unknown,1,1,0,0,151.98
M01832,direct_shop,unknown,1,1,0,0,157.29
M01833,paid_social,unknown,0,0,0,1,52.49
M01834,paid_social,unknown,0,0,0,1,48.06
M01835,paid_social,unknown,1,1,0,0,147.25
M01836,quiz,gut,1,1,1,0,198.48
M01837,quiz,gut,0,0,0,1,47.99
M01838,organic_search,unknown,1,0,0,0,100.31
M01839,quiz,energy,1,1,1,0,195.34
M01840,direct_shop,unknown,1,1,1,0,201.9
M01841,direct_shop,unknown,0,0,0,1,50.26
M01842,direct_shop,unknown,0,0,0,1,51.59
M01843,direct_shop,unknown,0,0,0,1,46.56
M01844,organic_search,unknown,1,1,1,0,200.7
M01845,quiz,gut,0,0,0,1,53.89
M01846,quiz,sleep,0,0,0,1,47.41
M01847,quiz,sleep,0,0,0,1,47.33
M01848,organic_search,unknown,1,1,1,0,202.1
M01849,direct_shop,unknown,1,1,0,0,147.06
M01850,quiz,gut,1,1,1,0,199.26
M01851,paid_social,unknown,0,0,0,1,54.42
M01852,organic_search,unknown,1,0,0,0,97.36
M01853,paid_social,unknown,1,0,0,1,104.61
M01854,organic_search,unknown,1,0,0,0,98.97
M01855,quiz,energy,1,1,1,0,196.6
M01856,paid_social,unknown,1,1,1,0,201.77
M01857,direct_shop,unknown,1,0,0,1,100.3
M01858,paid_social,unknown,1,1,0,0,150.01
M01859,paid_social,unknown,1,1,1,0,197.65
M01860,paid_social,unknown,0,0,0,1,50.29
M01861,paid_social,unknown,1,0,0,0,93.78
M01862,quiz,gut,0,0,0,1,50.65
M01863,direct_shop,unknown,1,1,1,0,203.85
M01864,organic_search,unknown,0,0,0,1,44.69
M01865,organic_search,unknown,1,1,0,0,148.75
M01866,quiz,sleep,1,1,0,0,147.35
M01867,quiz,gut,1,0,0,1,95.45
M01868,quiz,energy,1,1,0,0,143.81
M01869,paid_social,unknown,0,0,0,1,46.45
M01870,paid_social,unknown,1,0,0,1,99.25
M01871,quiz,energy,0,0,0,1,53.44
M01872,direct_shop,unknown,1,0,0,1,95.41
M01873,paid_social,unknown,1,1,0,0,150.85
M01874,paid_social,unknown,1,0,0,0,100.64
M01875,direct_shop,unknown,1,1,0,0,154.99
M01876,direct_shop,unknown,1,0,0,0,101.69
M01877,direct_shop,unknown,0,0,0,1,51.88
M01878,quiz,gut,1,0,0,0,102.08
M01879,direct_shop,unknown,1,0,0,1,97.21
M01880,paid_social,unknown,1,1,1,0,198.24
M01881,organic_search,unknown,1,1,0,0,153.32
M01882,direct_shop,unknown,1,1,1,0,193.81
M01883,paid_social,unknown,1,0,0,0,97.93
M01884,quiz,gut,0,0,0,1,46.0
M01885,direct_shop,unknown,1,0,0,0,100.68
M01886,quiz,energy,1,0,0,1,98.72
M01887,quiz,energy,1,1,1,0,201.84
M01888,paid_social,unknown,1,1,0,0,149.64
M01889,organic_search,unknown,0,0,0,1,45.35
M01890,quiz,gut,1,1,0,0,145.47
M01891,direct_shop,unknown,0,0,0,1,49.97
M01892,paid_social,unknown,1,1,0,0,147.66
M01893,quiz,energy,1,1,0,0,148.37
M01894,direct_shop,unknown,1,1,1,0,202.78
M01895,paid_social,unknown,1,1,0,0,152.25
M01896,direct_shop,unknown,1,0,0,0,105.37
M01897,quiz,gut,1,1,1,0,199.01
M01898,direct_shop,unknown,0,0,0,1,48.07
M01899,paid_social,unknown,0,0,0,1,51.24
M01900,direct_shop,unknown,1,0,0,0,98.3
M01901,quiz,energy,0,0,0,1,48.41
M01902,paid_social,unknown,1,1,0,0,149.36
M01903,quiz,gut,1,1,1,0,204.92
M01904,paid_social,unknown,1,1,0,0,152.08
M01905,quiz,sleep,1,1,0,0,152.4
M01906,organic_search,unknown,1,1,0,0,154.79
M01907,direct_shop,unknown,0,0,0,1,52.7
M01908,quiz,gut,1,0,0,1,96.59
M01909,quiz,gut,0,0,0,1,52.65
M01910,quiz,gut,1,0,0,1,103.02
M01911,organic_search,unknown,0,0,0,1,51.95
M01912,organic_search,unknown,0,0,0,1,49.4
M01913,direct_shop,unknown,0,0,0,1,51.63
M01914,direct_shop,unknown,1,1,0,0,149.91
M01915,paid_social,unknown,0,0,0,1,47.06
M01916,organic_search,unknown,1,0,0,0,97.79
M01917,direct_shop,unknown,1,0,0,0,102.09
M01918,direct_shop,unknown,1,1,0,0,147.25
M01919,direct_shop,unknown,0,0,0,1,47.56
M01920,paid_social,unknown,1,0,0,0,102.24
M01921,quiz,gut,0,0,0,1,50.39
M01922,direct_shop,unknown,1,0,0,0,101.71
M01923,direct_shop,unknown,1,1,1,0,196.27
M01924,paid_social,unknown,0,0,0,1,51.64
M01925,quiz,energy,1,0,0,1,98.0
M01926,direct_shop,unknown,1,0,0,0,96.93
M01927,direct_shop,unknown,1,1,1,0,198.44
M01928,direct_shop,unknown,1,0,0,0,104.07
M01929,quiz,gut,1,0,0,0,98.89
M01930,direct_shop,unknown,1,1,0,0,156.57
M01931,direct_shop,unknown,1,1,1,0,193.77
M01932,direct_shop,unknown,1,0,0,0,95.34
M01933,direct_shop,unknown,1,0,0,0,103.95
M01934,paid_social,unknown,0,0,0,1,54.72
M01935,paid_social,unknown,1,1,1,0,197.37
M01936,quiz,sleep,1,0,0,1,100.19
M01937,paid_social,unknown,1,1,1,0,202.1
M01938,direct_shop,unknown,0,0,0,1,49.3
M01939,quiz,gut,1,1,1,0,200.41
M01940,quiz,gut,1,1,0,0,150.0
M01941,quiz,gut,1,0,0,0,95.54
M01942,paid_social,unknown,0,0,0,1,48.96
M01943,paid_social,unknown,0,0,0,1,50.03
M01944,paid_social,unknown,1,1,1,0,200.27
M01945,direct_shop,unknown,0,0,0,1,44.8
M01946,direct_shop,unknown,0,0,0,1,52.25
M01947,quiz,gut,0,0,0,1,50.38
M01948,quiz,gut,1,0,0,0,96.81
M01949,direct_shop,unknown,1,1,1,0,205.36
M01950,quiz,gut,1,1,1,0,198.92
M01951,quiz,gut,1,0,0,0,99.14
M01952,direct_shop,unknown,1,0,0,0,101.91
M01953,paid_social,unknown,1,1,1,0,205.61
M01954,organic_search,unknown,1,0,0,0,102.02
M01955,organic_search,unknown,1,0,0,0,102.46
M01956,direct_shop,unknown,0,0,0,1,46.99
M01957,direct_shop,unknown,1,0,0,1,100.24
M01958,direct_shop,unknown,1,1,1,0,198.36
M01959,paid_social,unknown,0,0,0,1,52.1
M01960,quiz,gut,1,1,1,0,202.35
M01961,direct_shop,unknown,0,0,0,1,54.89
M01962,paid_social,unknown,1,0,0,1,93.5
M01963,direct_shop,unknown,1,1,1,0,198.07
M01964,direct_shop,unknown,1,1,0,0,153.87
M01965,direct_shop,unknown,1,1,1,0,195.76
M01966,quiz,energy,0,0,0,1,52.41
M01967,direct_shop,unknown,1,1,0,0,153.37
M01968,quiz,energy,1,1,1,0,199.87
M01969,quiz,gut,1,0,0,1,95.72
M01970,quiz,gut,1,1,1,0,199.6
M01971,paid_social,unknown,0,0,0,1,54.37
M01972,quiz,sleep,0,0,0,1,54.61
M01973,direct_shop,unknown,0,0,0,1,50.61
M01974,quiz,energy,1,1,1,0,197.03
M01975,organic_search,unknown,1,0,0,1,105.2
M01976,quiz,energy,1,1,0,0,152.43
M01977,direct_shop,unknown,1,1,1,0,197.23
M01978,organic_search,unknown,0,0,0,1,51.02
M01979,paid_social,unknown,1,0,0,0,100.87
M01980,quiz,gut,1,0,0,1,98.07
M01981,paid_social,unknown,0,0,0,1,51.03
M01982,direct_shop,unknown,1,1,1,0,203.28
M01983,direct_shop,unknown,1,0,0,1,99.09
M01984,quiz,energy,1,1,0,0,153.59
M01985,quiz,energy,1,1,1,0,194.69
M01986,paid_social,unknown,0,0,0,1,56.64
M01987,direct_shop,unknown,1,1,1,0,200.13
M01988,direct_shop,unknown,0,0,0,1,53.21
M01989,paid_social,unknown,1,1,1,0,200.62
M01990,paid_social,unknown,0,0,0,1,47.52
M01991,quiz,energy,0,0,0,1,49.88
M01992,direct_shop,unknown,1,1,1,0,194.23
M01993,quiz,sleep,1,1,0,0,152.04
M01994,paid_social,unknown,1,0,0,1,100.56
M01995,paid_social,unknown,0,0,0,1,49.42
M01996,organic_search,unknown,1,1,1,0,202.22
M01997,quiz,gut,1,1,0,0,150.08
M01998,quiz,gut,0,0,0,1,51.81
M01999,quiz,energy,1,1,1,0,202.85
